name|key
operation, computer, desktop, with cathode ray tube display, active mode|30aaa44ef291bc830d775592f5d6630d
electricity, high voltage, import from GE|bad37e19040d7ed5d2fd6ed9c018d6e3
market for electric connector, peripheral type buss|cb009a632da5b3ca5dbec63edda23882
oxidation of butane|c13345fa039568c6c2cc029e32ef627d
petroleum and gas production, on-shore|d52a5ee8913733bd4d50d4353696785c
maintenance, tanker, for petroleum|aa88bccd084d6f8f90cd3f2a43f380f6
market for sodium oxide|35cc459da41ee5d4ee7f46b2da98c32f
market for hydropower plant, reservoir, alpine region|3cbd951fd3e81d01fe9383e492156dd5
electricity voltage transformation from medium to low voltage|fc645fd600f4f2b048f61da70ed2db4a
process-specific burdens, slag landfill|b20905147e96c21726e2e8f49a4f88b1
electricity production, wind, >3MW turbine, onshore|d35eacdadca686ad526d90f9e5352b9d
market for transport, passenger car, medium size, natural gas, EURO 5|9b6cd705f4ea9c9f519e8288a6aa811a
aluminium production, primary, liquid, prebake|57d89f18fcab44f62f4839480ff5a8c5
operation, computer, desktop, with cathode ray tube display, office use|2745329bd989f87c5eaffed0b07110d7
dipropyl amine production|ac266818232f4df5ee7e8b3e8f6844a2
