name|key
uranium production, diffusion, enriched 3.8%|54c48edcb1bfaa27d44ada407b8da368
market for transport, passenger car, EURO 3|84ffe2f8e798799aa444b75a9c8ad255
treatment of blast furnace gas, in power plant|cff104ba8b1dd325f202ea1a3b493198
energy and auxilliary inputs, metal working factory, with heating from heavy fuel oil|0a2eea27c5dc44147020c76b5702cc7b
market for washing machine|1af83d0cb52d50e49ca6c9097f5a9584
maintenance, locomotive|7243c131345456bdd043ecdf42243f4a
electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted|ddc7cf8dd393ab961dcd3b255083950f
market for sulfur trioxide|f64d5e6f38fccdfe9b7854f4a1ac25b6
heat and power co-generation unit construction, 1MWel, 6.4 MWth|0f1f3e8b3d4770d4b4072c04a905cf0e
adhesive mortar production|f2661bca192b754e9b5d181684b0217e
market for packaging, for fertilisers|a3887169d66036c51abfe815ff6c4d12
silicon production, solar grade, modified Siemens process|f14b5cf231bc21178e086e9ba142850b
heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas|090a26b89f66187aa5cc83f4c47b7623
market for ethylene glycol dimethyl ether|760733d2f5d3d52b281907810293c8bf
electricity voltage transformation from medium to low voltage|0b775d00c5b37ca44c4cec0ceb18d97f
market for wastewater from ceramic production|3a38ae5623d5ee63b3bbe36d9f177058
land already in use, annual cropland to forest, intensive|b5baf3af5ed81da63a0b05844a752659
ground granulated blast furnace slag to generic market for supplementary cementitious materials|f778c919203add963715953556adcbe4
copper mine operation, sulfide ore|b035f1bee7d8f84b36c3b06c58dc66f1
electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted|86b93a547c2d175ff253218bb98fcb90
market for chassis, internet access equipment|31a83b552a268eae2a5ccf8f021d0701
electricity production, photovoltaic, 570kWp open ground installation, multi-Si|95f62adb1ccd605624fd964789017191
diesel, import from unspecified|549a67ab7a007e8215242f973e3d5264
treatment of slaughterhouse waste, rendering|efdeaf7ba7fcad6bcf8b8740c1c39fb8
market for electricity, low voltage|e4981b05b1b212e45dfeb39be9de4d8b
treatment of waste polyethylene, open burning|2f44e37400954a73cf824765a088feeb
heat and power co-generation, lignite|9287d8c0db488bdf116a7e4b44c3fb17
market for sodium perchlorate|30b828b9270daa61868e577e0c5ff7c3
electricity production, wind, >3MW turbine, onshore|32e91deb14907a140e78054f0224606c
tetrachloroethylene production|3c5b462256156983c2e03162def7f15a
concrete production, 40MPa, ready-mix, with cement limestone 6-10%|8ee1c84da8ea1ef9f126d5e4dfcda6f7
magnesium sulfate production|a0b0b710eb6848cee38dd9144401fdc0
electricity production, oil|9c5092a21f34bc923873a06283072352
planing, lath, hardwood, u=20%|30939c7f89a1e8737287abe8f68dce7c
market for waste polystyrene|7fa9a8b2d93208b751a7fedbe0982552
fishmeal and fish oil production, 65-67% protein|45425df57b6d55dbcdfbbdb15e7fc8b5
market for electricity, low voltage|4dcecc487459b74737828d55d1f8dbae
